MATCH UP,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Mar 10, 2020 - NYK @ WAS",L,136.0,50.0,94.0,53.2,11.0,28.0,39.3,25.0,34.0,73.5,6.0,41.0,47.0,32.0,12.0,14.0,9.0,23.0,5.0
"Mar 08, 2020 - NYK vs. DET",W,125.5,46.0,87.5,52.55,9.5,24.5,38.7,24.0,32.5,73.85,7.0,34.5,41.5,31.0,15.5,12.0,6.0,26.0,-1.0
"Mar 06, 2020 - NYK vs. OKC",L,115.67,42.67,85.67,49.67,8.33,22.67,36.33,22.0,30.0,73.23,9.0,35.67,44.67,25.67,14.33,11.33,5.67,22.67,3.33
"Mar 04, 2020 - NYK vs. UTA",L,112.5,42.25,87.0,48.52,7.25,23.0,31.43,20.75,28.0,74.25,10.0,35.5,45.5,24.0,13.75,9.5,6.25,22.0,-3.25
"Mar 02, 2020 - NYK vs. HOU",W,110.8,42.0,86.6,48.46,7.2,22.4,32.14,19.6,26.0,76.06,10.2,34.6,44.8,23.8,13.6,8.2,5.2,21.2,-4.2
"Feb 29, 2020 - NYK vs. CHI",W,113.17,42.83,88.33,48.47,8.0,23.67,33.45,19.5,26.67,73.93,11.83,36.33,48.17,24.17,14.5,7.83,5.5,20.83,-3.17
"Feb 27, 2020 - NYK @ PHI",L,114.86,43.43,87.86,49.44,8.0,23.14,34.39,20.0,27.57,73.33,12.57,35.86,48.43,24.86,14.86,7.57,5.29,20.57,-1.29
"Feb 26, 2020 - NYK @ CHA",L,113.75,43.25,87.25,49.59,8.0,23.12,34.44,19.25,27.12,71.45,12.12,35.12,47.25,25.25,14.0,6.88,5.0,19.38,-2.25
"Feb 24, 2020 - NYK @ HOU",L,112.33,43.22,87.0,49.7,7.56,22.22,33.58,18.33,26.0,70.7,12.22,34.44,46.67,24.89,14.11,6.67,5.11,19.89,-2.67
"Feb 21, 2020 - NYK vs. IND",L,112.3,42.9,87.4,49.13,7.9,22.9,34.01,18.6,26.4,70.63,12.6,34.8,47.4,24.4,14.4,7.2,5.4,20.0,-3.5
